Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",94862,"(+/- 4265 )",63792,"(+/- 3856 )",57925,"(+/- 3308 )",89475,"(+/- 3924 )",76613,"(+/- 3073 )",60349,"(+/- 3545 )",55960,"(+/- 3382 )",81454,"(+/- 5192 )",51645,"(+/- 3667 )",69781,"(+/- 3725 )",98647,"(+/- 4049 )",62319,"(+/- 3239 )",90595,"(+/- 3449 )",88614,"(+/- 4263 )",85039,"(+/- 4136 )",58285,"(+/- 3441 )",73584,"(+/- 3599 )",55355,"(+/- 4288 )",82770,"(+/- 3690 )",54684,"(+/- 3224 )",72320,"(+/- 3727 )",71251,"(+/- 4532 )",82892,"(+/- 3791 )",47479,"(+/- 2771 )",73527,"(+/- 3726 )",53235,"(+/- 3327 )",88958,"(+/- 3948 )",77520,"(+/- 3543 )",57398,"(+/- 3910 )",44887,"(+/- 3578 )",55564,"(+/- 3085 )",56088,"(+/- 3509 )",55754,"(+/- 3082 )",87304,"(+/- 3597 )",55060,"(+/- 3661 )",93918,"(+/- 4622 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",20430,"(+/- 2229 )",2480,"(+/- 836 )",1603,"(+/- 601 )",16181,"(+/- 1974 )",10140,"(+/- 1485 )",4000,"(+/- 944 )",1219,"(+/- 628 )",12143,"(+/- 2232 )",6469,"(+/- 1206 )",4983,"(+/- 1078 )",15833,"(+/- 1864 )",4302,"(+/- 930 )",14956,"(+/- 1565 )",14114,"(+/- 2124 )",19372,"(+/- 2437 )",8003,"(+/- 1241 )",11114,"(+/- 1882 )",10036,"(+/- 1407 )",13558,"(+/- 1566 )",8197,"(+/- 1295 )",5619,"(+/- 1244 )",3157,"(+/- 778 )",18345,"(+/- 2158 )",2079,"(+/- 712 )",6612,"(+/- 1343 )",2111,"(+/- 858 )",14059,"(+/- 1927 )",13952,"(+/- 1737 )",9727,"(+/- 1234 )",7855,"(+/- 1128 )",3299,"(+/- 784 )",1237,"(+/- 416 )",7462,"(+/- 1253 )",19605,"(+/- 2217 )",9786,"(+/- 1504 )",17961,"(+/- 2128 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",27176,"(+/- 2738 )",9924,"(+/- 1540 )",2506,"(+/- 762 )",25172,"(+/- 2299 )",21635,"(+/- 1983 )",10546,"(+/- 1587 )",4468,"(+/- 1105 )",19453,"(+/- 2695 )",13235,"(+/- 2031 )",12783,"(+/- 1831 )",27379,"(+/- 2460 )",10195,"(+/- 1324 )",28295,"(+/- 2110 )",22770,"(+/- 2437 )",28285,"(+/- 2972 )",18325,"(+/- 2294 )",17300,"(+/- 1966 )",15467,"(+/- 2398 )",25975,"(+/- 2461 )",15553,"(+/- 1591 )",9354,"(+/- 1515 )",5523,"(+/- 1063 )",24737,"(+/- 2546 )",4489,"(+/- 840 )",14576,"(+/- 1667 )",4374,"(+/- 1046 )",24234,"(+/- 2626 )",24815,"(+/- 2580 )",17170,"(+/- 1834 )",10860,"(+/- 1700 )",7959,"(+/- 1214 )",6838,"(+/- 1417 )",17518,"(+/- 1729 )",29275,"(+/- 2455 )",13776,"(+/- 1690 )",22588,"(+/- 3060 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",27370,"(+/- 2648 )",15556,"(+/- 2318 )",9612,"(+/- 1405 )",27236,"(+/- 2527 )",21741,"(+/- 2393 )",19481,"(+/- 1630 )",9889,"(+/- 1765 )",19092,"(+/- 2657 )",17530,"(+/- 2202 )",17169,"(+/- 2205 )",31133,"(+/- 2193 )",20442,"(+/- 1990 )",27826,"(+/- 2273 )",22426,"(+/- 2669 )",23712,"(+/- 2167 )",19095,"(+/- 2314 )",22354,"(+/- 2436 )",16242,"(+/- 2042 )",23255,"(+/- 2023 )",18371,"(+/- 2097 )",19454,"(+/- 2279 )",13874,"(+/- 2187 )",20498,"(+/- 2199 )",10894,"(+/- 1519 )",19219,"(+/- 2034 )",11440,"(+/- 1626 )",25997,"(+/- 2515 )",22192,"(+/- 2477 )",21860,"(+/- 2645 )",15821,"(+/- 2270 )",17133,"(+/- 1911 )",12061,"(+/- 1569 )",20915,"(+/- 2472 )",26493,"(+/- 2819 )",17545,"(+/- 2363 )",27385,"(+/- 2657 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11149,"(+/- 1599 )",14153,"(+/- 1973 )",14397,"(+/- 2017 )",10979,"(+/- 1477 )",13517,"(+/- 1713 )",12781,"(+/- 1612 )",10183,"(+/- 1654 )",13086,"(+/- 2056 )",8870,"(+/- 1545 )",14395,"(+/- 1780 )",12660,"(+/- 1714 )",11383,"(+/- 1677 )",10719,"(+/- 1310 )",13574,"(+/- 1655 )",8467,"(+/- 1892 )",7838,"(+/- 1500 )",12827,"(+/- 1950 )",6864,"(+/- 1261 )",11966,"(+/- 1721 )",8627,"(+/- 1189 )",14079,"(+/- 1742 )",14998,"(+/- 2488 )",10867,"(+/- 2009 )",11434,"(+/- 1495 )",11776,"(+/- 1456 )",14359,"(+/- 1925 )",14824,"(+/- 1565 )",10434,"(+/- 1919 )",6031,"(+/- 1125 )",5381,"(+/- 1304 )",12308,"(+/- 1644 )",9958,"(+/- 1595 )",7538,"(+/- 1389 )",6722,"(+/- 1451 )",9599,"(+/- 1594 )",14765,"(+/- 2125 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4504,"(+/- 1147 )",8739,"(+/- 1372 )",11607,"(+/- 1481 )",5552,"(+/- 949 )",5789,"(+/- 1288 )",6852,"(+/- 1283 )",7445,"(+/- 1412 )",7765,"(+/- 1849 )",3094,"(+/- 895 )",9943,"(+/- 1826 )",5773,"(+/- 1158 )",6206,"(+/- 1120 )",4939,"(+/- 977 )",7197,"(+/- 1327 )",2832,"(+/- 664 )",3098,"(+/- 1102 )",5477,"(+/- 1289 )",2802,"(+/- 758 )",4683,"(+/- 909 )",1896,"(+/- 518 )",9845,"(+/- 1692 )",11768,"(+/- 1957 )",3002,"(+/- 786 )",5997,"(+/- 976 )",6696,"(+/- 1060 )",9695,"(+/- 1319 )",5440,"(+/- 1183 )",3672,"(+/- 1112 )",1461,"(+/- 651 )",2924,"(+/- 841 )",7068,"(+/- 1326 )",8286,"(+/- 1389 )",1245,"(+/- 566 )",3393,"(+/- 1038 )",2381,"(+/- 878 )",6663,"(+/- 1231 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4233,"(+/- 1100 )",12940,"(+/- 1699 )",18200,"(+/- 1780 )",4355,"(+/- 944 )",3791,"(+/- 817 )",6689,"(+/- 1115 )",22756,"(+/- 1975 )",9915,"(+/- 1812 )",2447,"(+/- 996 )",10508,"(+/- 1464 )",5869,"(+/- 1032 )",9791,"(+/- 1408 )",3860,"(+/- 926 )",8533,"(+/- 1251 )",2371,"(+/- 820 )",1926,"(+/- 684 )",4512,"(+/- 974 )",3944,"(+/- 930 )",3333,"(+/- 817 )",2040,"(+/- 664 )",13969,"(+/- 1836 )",21931,"(+/- 2923 )",5443,"(+/- 982 )",12586,"(+/- 1453 )",14648,"(+/- 1850 )",11256,"(+/- 1592 )",4404,"(+/- 952 )",2455,"(+/- 906 )",1149,"(+/- 534 )",2046,"(+/- 600 )",7797,"(+/- 1280 )",17708,"(+/- 1848 )",1076,"(+/- 484 )",1816,"(+/- 537 )",1973,"(+/- 794 )",4556,"(+/- 1029 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",399,"(+/- 17 )",645,"(+/- 22 )",817,"(+/- 31 )",421,"(+/- 12 )",453,"(+/- 14 )",564,"(+/- 13 )",861,"(+/- 55 )",487,"(+/- 23 )",470,"(+/- 22 )",601,"(+/- 26 )",435,"(+/- 11 )",563,"(+/- 19 )",413,"(+/- 13 )",461,"(+/- 19 )",365,"(+/- 17 )",424,"(+/- 18 )",467,"(+/- 18 )",425,"(+/- 23 )",413,"(+/- 14 )",436,"(+/- 14 )",623,"(+/- 24 )",772,"(+/- 33 )",388,"(+/- 18 )",704,"(+/- 28 )",556,"(+/- 21 )",718,"(+/- 25 )",447,"(+/- 16 )",400,"(+/- 16 )",416,"(+/- 15 )",447,"(+/- 15 )",594,"(+/- 19 )",755,"(+/- 33 )",422,"(+/- 11 )",374,"(+/- 12 )",442,"(+/- 17 )",442,"(+/- 15 )"
Housing,"Gross Rent","Occupied units paying rent",75248,"(+/- 3608 )",100987,"(+/- 5763 )",113373,"(+/- 4357 )",70108,"(+/- 4306 )",84072,"(+/- 4406 )",84525,"(+/- 4953 )",142519,"(+/- 6915 )",79012,"(+/- 4700 )",132804,"(+/- 6836 )",91551,"(+/- 5203 )",73813,"(+/- 4197 )",105648,"(+/- 4472 )",76301,"(+/- 4326 )",86993,"(+/- 4250 )",68343,"(+/- 4469 )",92837,"(+/- 3995 )",118504,"(+/- 5103 )",136400,"(+/- 5325 )",89453,"(+/- 3760 )",110088,"(+/- 4465 )",121090,"(+/- 5299 )",72066,"(+/- 4344 )",60281,"(+/- 4684 )",157537,"(+/- 5562 )",76173,"(+/- 3987 )",82185,"(+/- 4046 )",88561,"(+/- 4412 )",60929,"(+/- 3617 )",105499,"(+/- 5263 )",131645,"(+/- 5333 )",104271,"(+/- 4540 )",124000,"(+/- 5414 )",113378,"(+/- 5714 )",65075,"(+/- 4114 )",129415,"(+/- 6599 )",61883,"(+/- 4542 )"
Housing,"Gross Rent","Less than $500",10287,"(+/- 1857 )",685,"(+/- 462 )",1412,"(+/- 754 )",10595,"(+/- 1828 )",6064,"(+/- 1252 )",3996,"(+/- 1377 )",1199,"(+/- 608 )",4431,"(+/- 1257 )",4195,"(+/- 1127 )",2864,"(+/- 934 )",7997,"(+/- 1481 )",4531,"(+/- 1170 )",10524,"(+/- 1552 )",8536,"(+/- 1672 )",11612,"(+/- 1899 )",13106,"(+/- 1707 )",10170,"(+/- 1927 )",11288,"(+/- 2161 )",9753,"(+/- 1590 )",8698,"(+/- 1602 )",4338,"(+/- 1263 )",1510,"(+/- 876 )",8298,"(+/- 1759 )",1349,"(+/- 586 )",3611,"(+/- 853 )",1374,"(+/- 684 )",11119,"(+/- 1956 )",9833,"(+/- 1892 )",7515,"(+/- 1686 )",9962,"(+/- 1394 )",5647,"(+/- 1349 )",2693,"(+/- 918 )",6729,"(+/- 1182 )",15879,"(+/- 2182 )",11153,"(+/- 1730 )",6909,"(+/- 1531 )"
Housing,"Gross Rent","$500 to $999",45606,"(+/- 3373 )",31493,"(+/- 3270 )",19945,"(+/- 2045 )",38978,"(+/- 3669 )",46505,"(+/- 3502 )",34713,"(+/- 3092 )",45594,"(+/- 4126 )",29836,"(+/- 2792 )",71174,"(+/- 4865 )",27211,"(+/- 3399 )",39915,"(+/- 3705 )",40983,"(+/- 3142 )",46470,"(+/- 3715 )",40289,"(+/- 3546 )",42964,"(+/- 3851 )",52848,"(+/- 3814 )",54519,"(+/- 3406 )",70494,"(+/- 3821 )",51245,"(+/- 3178 )",54312,"(+/- 3708 )",40995,"(+/- 3757 )",16289,"(+/- 2296 )",31407,"(+/- 3391 )",46418,"(+/- 3643 )",28036,"(+/- 2607 )",22338,"(+/- 2550 )",41655,"(+/- 3616 )",33494,"(+/- 2962 )",63117,"(+/- 4359 )",60929,"(+/- 4203 )",37808,"(+/- 3199 )",43725,"(+/- 3725 )",70321,"(+/- 4092 )",38421,"(+/- 3491 )",53934,"(+/- 3612 )",30800,"(+/- 3185 )"
Housing,"Gross Rent","$1,000 to $1,499",14845,"(+/- 2144 )",44706,"(+/- 4367 )",47680,"(+/- 3007 )",14765,"(+/- 2043 )",23392,"(+/- 2878 )",31847,"(+/- 3717 )",60055,"(+/- 4761 )",27398,"(+/- 3345 )",42302,"(+/- 4389 )",37199,"(+/- 3938 )",17449,"(+/- 2697 )",41921,"(+/- 3055 )",15800,"(+/- 2162 )",28903,"(+/- 2947 )",10458,"(+/- 1901 )",21565,"(+/- 2384 )",37817,"(+/- 3414 )",36155,"(+/- 3455 )",21916,"(+/- 2739 )",34809,"(+/- 2951 )",45654,"(+/- 3344 )",31060,"(+/- 3377 )",14525,"(+/- 2109 )",79013,"(+/- 4000 )",26985,"(+/- 2896 )",32569,"(+/- 2587 )",25165,"(+/- 2744 )",13074,"(+/- 1810 )",28433,"(+/- 3044 )",43317,"(+/- 3529 )",39684,"(+/- 3647 )",44251,"(+/- 3380 )",32783,"(+/- 3220 )",9187,"(+/- 1757 )",46099,"(+/- 4449 )",17485,"(+/- 2417 )"
Housing,"Gross Rent","$1,500 to $1,999",3154,"(+/- 882 )",16172,"(+/- 2439 )",27248,"(+/- 3113 )",3757,"(+/- 1509 )",6186,"(+/- 1283 )",11216,"(+/- 2306 )",23760,"(+/- 3337 )",11268,"(+/- 2273 )",13802,"(+/- 2596 )",17372,"(+/- 2659 )",6115,"(+/- 1610 )",13900,"(+/- 2058 )",2787,"(+/- 1069 )",7792,"(+/- 2032 )",2282,"(+/- 769 )",4336,"(+/- 1393 )",11694,"(+/- 1745 )",12063,"(+/- 2095 )",4457,"(+/- 1362 )",10230,"(+/- 1636 )",19211,"(+/- 2139 )",13584,"(+/- 2557 )",4632,"(+/- 1176 )",23412,"(+/- 2470 )",10247,"(+/- 1752 )",19296,"(+/- 2817 )",7234,"(+/- 1757 )",3802,"(+/- 1242 )",6062,"(+/- 1673 )",12957,"(+/- 2392 )",13827,"(+/- 1964 )",21790,"(+/- 2338 )",3113,"(+/- 910 )",1492,"(+/- 783 )",15784,"(+/- 2115 )",5328,"(+/- 1437 )"
Housing,"Gross Rent","$2,000 to $2,499",785,"(+/- 416 )",5239,"(+/- 1318 )",11134,"(+/- 2078 )",1613,"(+/- 686 )",1317,"(+/- 587 )",2510,"(+/- 1001 )",6347,"(+/- 1725 )",2998,"(+/- 1325 )",987,"(+/- 488 )",5120,"(+/- 1297 )",1519,"(+/- 867 )",3052,"(+/- 1080 )",378,"(+/- 280 )",1100,"(+/- 624 )",878,"(+/- 465 )",334,"(+/- 255 )",3975,"(+/- 1262 )",4275,"(+/- 976 )",1598,"(+/- 653 )",1148,"(+/- 457 )",6672,"(+/- 1364 )",6998,"(+/- 2093 )",919,"(+/- 441 )",5615,"(+/- 1187 )",3855,"(+/- 1013 )",4716,"(+/- 1365 )",2203,"(+/- 771 )",282,"(+/- 247 )",198,"(+/- 200 )",3216,"(+/- 1066 )",4796,"(+/- 1192 )",6667,"(+/- 1490 )",382,"(+/- 224 )",18,"(+/- 33 )",2034,"(+/- 829 )",904,"(+/- 513 )"
Housing,"Gross Rent","$2,500 to $2,999",356,"(+/- 492 )",1914,"(+/- 926 )",3249,"(+/- 1015 )",196,"(+/- 167 )",480,"(+/- 326 )",127,"(+/- 96 )",2973,"(+/- 976 )",1607,"(+/- 1313 )",184,"(+/- 212 )",931,"(+/- 498 )",693,"(+/- 535 )",686,"(+/- 433 )",89,"(+/- 109 )",179,"(+/- 266 )",0,"(+/- 225 )",319,"(+/- 334 )",216,"(+/- 278 )",1414,"(+/- 674 )",176,"(+/- 137 )",616,"(+/- 493 )",1686,"(+/- 631 )",1920,"(+/- 1009 )",431,"(+/- 458 )",1129,"(+/- 465 )",1314,"(+/- 728 )",1317,"(+/- 632 )",570,"(+/- 438 )",444,"(+/- 543 )",174,"(+/- 218 )",852,"(+/- 561 )",1708,"(+/- 984 )",2670,"(+/- 970 )",50,"(+/- 80 )",78,"(+/- 137 )",281,"(+/- 226 )",207,"(+/- 265 )"
Housing,"Gross Rent","$3,000 or more",215,"(+/- 218 )",778,"(+/- 636 )",2705,"(+/- 1031 )",204,"(+/- 163 )",128,"(+/- 99 )",116,"(+/- 164 )",2591,"(+/- 935 )",1474,"(+/- 817 )",160,"(+/- 204 )",854,"(+/- 413 )",125,"(+/- 153 )",575,"(+/- 353 )",253,"(+/- 151 )",194,"(+/- 194 )",149,"(+/- 153 )",329,"(+/- 217 )",113,"(+/- 105 )",711,"(+/- 388 )",308,"(+/- 210 )",275,"(+/- 205 )",2534,"(+/- 802 )",705,"(+/- 530 )",69,"(+/- 113 )",601,"(+/- 320 )",2125,"(+/- 933 )",575,"(+/- 502 )",615,"(+/- 427 )",0,"(+/- 225 )",0,"(+/- 225 )",412,"(+/- 304 )",801,"(+/- 360 )",2204,"(+/- 635 )",0,"(+/- 225 )",0,"(+/- 225 )",130,"(+/- 147 )",250,"(+/- 235 )"
Housing,"Gross Rent","Median (dollars)",798,"(+/- 22 )",1164,"(+/- 19 )",1342,"(+/- 35 )",784,"(+/- 24 )",902,"(+/- 21 )",1047,"(+/- 37 )",1212,"(+/- 32 )",1082,"(+/- 41 )",955,"(+/- 16 )",1186,"(+/- 34 )",887,"(+/- 28 )",1072,"(+/- 25 )",784,"(+/- 26 )",948,"(+/- 24 )",733,"(+/- 21 )",836,"(+/- 25 )",956,"(+/- 24 )",895,"(+/- 19 )",836,"(+/- 17 )",934,"(+/- 23 )",1137,"(+/- 24 )",1241,"(+/- 42 )",833,"(+/- 41 )",1160,"(+/- 15 )",1100,"(+/- 32 )",1225,"(+/- 30 )",911,"(+/- 29 )",818,"(+/- 23 )",865,"(+/- 19 )",967,"(+/- 20 )",1089,"(+/- 27 )",1151,"(+/- 25 )",882,"(+/- 14 )",699,"(+/- 24 )",997,"(+/- 21 )",892,"(+/- 32 )"
Housing,"Gross Rent","No rent paid",6859,"(+/- 1392 )",2008,"(+/- 812 )",1815,"(+/- 732 )",6323,"(+/- 1237 )",4521,"(+/- 1263 )",3851,"(+/- 1051 )",2856,"(+/- 1071 )",4340,"(+/- 1194 )",7580,"(+/- 1891 )",2845,"(+/- 1022 )",8793,"(+/- 1801 )",3263,"(+/- 969 )",7936,"(+/- 1070 )",4177,"(+/- 1129 )",7845,"(+/- 1649 )",3546,"(+/- 1065 )",5239,"(+/- 1166 )",4516,"(+/- 1118 )",9767,"(+/- 1770 )",3491,"(+/- 915 )",4861,"(+/- 1389 )",3087,"(+/- 1215 )",6148,"(+/- 1277 )",1957,"(+/- 552 )",3968,"(+/- 1149 )",2252,"(+/- 817 )",6217,"(+/- 1329 )",5795,"(+/- 1261 )",3192,"(+/- 923 )",3479,"(+/- 1021 )",2861,"(+/- 803 )",2469,"(+/- 828 )",4535,"(+/- 1081 )",6621,"(+/- 1368 )",6582,"(+/- 1496 )",7529,"(+/- 1768 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",252240,"(+/- 4695 )",281893,"(+/- 7537 )",308230,"(+/- 3873 )",264157,"(+/- 4754 )",258430,"(+/- 5065 )",264657,"(+/- 5847 )",292915,"(+/- 7761 )",287423,"(+/- 5046 )",266248,"(+/- 7748 )",290104,"(+/- 7259 )",266922,"(+/- 4976 )",290513,"(+/- 6006 )",259603,"(+/- 3802 )",270799,"(+/- 4368 )",230727,"(+/- 4551 )",242341,"(+/- 3137 )",283564,"(+/- 5059 )",271657,"(+/- 6809 )",256456,"(+/- 4016 )",254077,"(+/- 5461 )",315100,"(+/- 5801 )",285539,"(+/- 5624 )",229895,"(+/- 5770 )",308208,"(+/- 5817 )",269625,"(+/- 5488 )",296012,"(+/- 4752 )",262953,"(+/- 4062 )",217023,"(+/- 4546 )",225094,"(+/- 6519 )",268682,"(+/- 5707 )",288768,"(+/- 3585 )",291848,"(+/- 5852 )",223395,"(+/- 6376 )",212057,"(+/- 4398 )",282047,"(+/- 7203 )",254672,"(+/- 6327 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",21062,"(+/- 2557 )",15021,"(+/- 2697 )",11081,"(+/- 1985 )",18805,"(+/- 2517 )",16590,"(+/- 1983 )",11090,"(+/- 2080 )",16069,"(+/- 2570 )",15456,"(+/- 2607 )",22680,"(+/- 2833 )",11902,"(+/- 1947 )",18233,"(+/- 2546 )",14351,"(+/- 2137 )",18923,"(+/- 2082 )",17804,"(+/- 2167 )",24774,"(+/- 2718 )",20153,"(+/- 2148 )",24868,"(+/- 2479 )",25329,"(+/- 2664 )",22322,"(+/- 2368 )",20569,"(+/- 2444 )",17847,"(+/- 2239 )",11119,"(+/- 2160 )",17711,"(+/- 2198 )",9705,"(+/- 1777 )",10684,"(+/- 1553 )",9232,"(+/- 1893 )",18255,"(+/- 2317 )",19329,"(+/- 1973 )",19920,"(+/- 2056 )",29188,"(+/- 3096 )",12963,"(+/- 2081 )",11704,"(+/- 1678 )",16165,"(+/- 1904 )",25944,"(+/- 2573 )",26390,"(+/- 2907 )",17741,"(+/- 2235 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",12903,"(+/- 1919 )",6369,"(+/- 1263 )",5472,"(+/- 1312 )",12227,"(+/- 1939 )",12110,"(+/- 1766 )",7688,"(+/- 1556 )",9602,"(+/- 2003 )",9936,"(+/- 2175 )",12887,"(+/- 2431 )",7319,"(+/- 1699 )",12430,"(+/- 1713 )",10344,"(+/- 1925 )",13556,"(+/- 1694 )",11982,"(+/- 1734 )",16111,"(+/- 1918 )",16292,"(+/- 2138 )",14862,"(+/- 2212 )",12821,"(+/- 1774 )",12633,"(+/- 1503 )",13557,"(+/- 2236 )",8712,"(+/- 1661 )",4705,"(+/- 1154 )",14295,"(+/- 2176 )",5996,"(+/- 1499 )",8537,"(+/- 1523 )",5712,"(+/- 1384 )",14572,"(+/- 2181 )",12898,"(+/- 1804 )",12830,"(+/- 2078 )",14040,"(+/- 2208 )",7672,"(+/- 1671 )",7354,"(+/- 1383 )",12000,"(+/- 1468 )",18278,"(+/- 2537 )",12500,"(+/- 2235 )",12042,"(+/- 2088 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",30821,"(+/- 2557 )",17443,"(+/- 2438 )",14530,"(+/- 2282 )",27884,"(+/- 2559 )",26850,"(+/- 2910 )",19012,"(+/- 2427 )",22072,"(+/- 2608 )",22471,"(+/- 2727 )",27912,"(+/- 3141 )",19946,"(+/- 2365 )",26269,"(+/- 2886 )",18202,"(+/- 2080 )",28660,"(+/- 2385 )",27328,"(+/- 3000 )",33513,"(+/- 3128 )",31920,"(+/- 3504 )",27270,"(+/- 2914 )",35678,"(+/- 3383 )",31488,"(+/- 2949 )",29308,"(+/- 2783 )",22764,"(+/- 2678 )",16048,"(+/- 2877 )",23904,"(+/- 2685 )",17638,"(+/- 2384 )",20205,"(+/- 2294 )",12724,"(+/- 1912 )",30388,"(+/- 3043 )",27419,"(+/- 2748 )",31063,"(+/- 3850 )",28425,"(+/- 3272 )",19027,"(+/- 2361 )",23000,"(+/- 2721 )",31138,"(+/- 2807 )",30060,"(+/- 3181 )",31595,"(+/- 3042 )",24553,"(+/- 2970 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",27494,"(+/- 3493 )",22835,"(+/- 3238 )",18082,"(+/- 1928 )",27368,"(+/- 2686 )",29206,"(+/- 2742 )",23439,"(+/- 2734 )",23279,"(+/- 2904 )",23177,"(+/- 3163 )",29124,"(+/- 3520 )",17224,"(+/- 2348 )",28282,"(+/- 2776 )",24922,"(+/- 2543 )",29366,"(+/- 2554 )",22613,"(+/- 2736 )",25912,"(+/- 2721 )",27400,"(+/- 2826 )",28774,"(+/- 2977 )",33632,"(+/- 3412 )",29191,"(+/- 2587 )",24773,"(+/- 2512 )",24908,"(+/- 2809 )",13450,"(+/- 2678 )",24574,"(+/- 2834 )",23012,"(+/- 2819 )",22729,"(+/- 2508 )",18148,"(+/- 2428 )",24671,"(+/- 2707 )",25722,"(+/- 2434 )",30702,"(+/- 2646 )",25757,"(+/- 2934 )",21807,"(+/- 3065 )",23489,"(+/- 2545 )",30541,"(+/- 2807 )",25393,"(+/- 2702 )",30735,"(+/- 3219 )",22755,"(+/- 2347 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",36000,"(+/- 2799 )",29588,"(+/- 2968 )",26311,"(+/- 2579 )",33257,"(+/- 2584 )",35623,"(+/- 3587 )",30728,"(+/- 3120 )",33638,"(+/- 4126 )",32533,"(+/- 3621 )",43891,"(+/- 3770 )",33522,"(+/- 3185 )",35277,"(+/- 2601 )",37266,"(+/- 3465 )",37666,"(+/- 3146 )",30674,"(+/- 2928 )",26872,"(+/- 2850 )",36573,"(+/- 3305 )",42511,"(+/- 3910 )",36836,"(+/- 3474 )",35702,"(+/- 2944 )",36207,"(+/- 3358 )",39672,"(+/- 3499 )",25985,"(+/- 3562 )",33705,"(+/- 3364 )",42378,"(+/- 3206 )",29078,"(+/- 2942 )",28018,"(+/- 3005 )",37063,"(+/- 2752 )",29577,"(+/- 3325 )",33522,"(+/- 3064 )",36988,"(+/- 3316 )",36266,"(+/- 3311 )",36053,"(+/- 3066 )",37943,"(+/- 3162 )",27204,"(+/- 2742 )",44595,"(+/- 3576 )",34721,"(+/- 3277 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",47247,"(+/- 3957 )",46022,"(+/- 3649 )",44233,"(+/- 3368 )",44648,"(+/- 3737 )",54380,"(+/- 3712 )",55618,"(+/- 3843 )",45378,"(+/- 3860 )",47961,"(+/- 4533 )",53752,"(+/- 4104 )",53920,"(+/- 3449 )",50530,"(+/- 3849 )",54584,"(+/- 3416 )",51577,"(+/- 3113 )",48889,"(+/- 3752 )",37977,"(+/- 3575 )",43838,"(+/- 3098 )",49028,"(+/- 3407 )",50871,"(+/- 4187 )",44033,"(+/- 2750 )",48376,"(+/- 3545 )",50464,"(+/- 4035 )",45822,"(+/- 4552 )",39956,"(+/- 3436 )",56642,"(+/- 3740 )",46933,"(+/- 3559 )",46395,"(+/- 3515 )",45317,"(+/- 3416 )",35965,"(+/- 3095 )",44498,"(+/- 4023 )",52481,"(+/- 3557 )",56942,"(+/- 4085 )",51839,"(+/- 3981 )",46962,"(+/- 3864 )",34825,"(+/- 3406 )",55108,"(+/- 3860 )",42874,"(+/- 3110 )"
